checkingstatus1,duration,history,purpose,amount,savings,employ,installment,status,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign
3,-0.2345482553044173,2,0,-0.512595386691205,0,2,-0.8376025122779064,3,0,-0.7472929962930807,1,-0.4822933101285007,2,1,-0.7187454693270836,3,-0.4364357804719845,1,0
1,-0.9119439384940703,1,4,-0.8015309640217482,0,2,0.9421637820708985,2,0,1.053413018870969,0,-1.1164427669774335,1,1,-0.7187454693270836,1,-0.4364357804719845,0,0
0,2.3056855566567815,2,4,1.4257431560482807,0,3,-1.727485659452309,3,2,-1.6476460038751053,0,-0.11992219192911042,2,1,1.045047093438766,2,-0.4364357804719845,1,0
1,2.3056855566567815,3,2,1.6439419145763985,1,0,-0.8376025122779064,2,0,1.053413018870969,3,-0.3917005305786531,2,2,-0.7187454693270836,3,-0.4364357804719845,1,0
0,0.2734985070878224,2,0,-0.33182351641833924,0,4,0.9421637820708985,2,1,-1.6476460038751053,0,0.8765983831192128,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,0.01947512589170256,2,0,0.21460905210833564,4,3,-0.8376025122779064,2,1,-0.7472929962930807,0,-1.025849987427586,2,1,-0.7187454693270836,1,-0.4364357804719845,0,1
3,0.2734985070878224,2,4,-0.7154491210346692,0,4,0.9421637820708985,2,0,-1.6476460038751053,0,0.0612633671705847,2,1,-0.7187454693270836,3,-0.4364357804719845,1,0
3,-0.9119439384940703,2,4,-0.4736714229057432,0,2,-1.727485659452309,2,0,1.053413018870969,1,0.2424489262702798,2,1,-0.7187454693270836,2,-0.4364357804719845,1,1
2,-0.48857163650053714,2,4,-0.32284106323707884,0,1,-0.8376025122779064,1,0,0.15306001128894414,0,-0.9352572078777385,2,1,-0.7187454693270836,1,-0.4364357804719845,0,0
0,-0.2345482553044173,2,4,0.11954475593999629,0,3,0.9421637820708985,1,2,-1.6476460038751053,0,-0.9352572078777385,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,0.7815452694800622,2,3,-0.29327382151543,0,3,0.9421637820708985,1,0,1.053413018870969,0,-1.1164427669774335,2,0,-0.7187454693270836,2,-0.4364357804719845,0,0
1,-0.742595017696657,2,4,-0.09715692705791107,0,3,-0.8376025122779064,1,0,-1.6476460038751053,0,-0.7540716487780433,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,0.2734985070878224,2,1,-0.14132065519910808,4,4,-0.8376025122779064,1,0,1.053413018870969,0,-0.8446644283278909,2,0,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-0.9966183988927769,2,9,-0.6514491421181888,0,3,0.052280634896496016,1,0,-0.7472929962930807,2,-0.7540716487780433,2,1,1.045047093438766,2,-0.4364357804719845,0,0
3,0.2734985070878224,2,3,-0.8460689610454977,4,3,0.9421637820708985,2,0,-0.7472929962930807,2,-0.3917005305786531,1,1,-0.7187454693270836,2,-0.4364357804719845,1,0
1,0.2734985070878224,3,3,-0.32059544994176375,4,1,0.9421637820708985,2,0,-0.7472929962930807,1,-0.5728860896783482,0,1,-0.7187454693270836,1,-0.4364357804719845,0,0
3,-0.9119439384940703,2,0,-0.5960573475004163,2,2,0.052280634896496016,2,0,-0.7472929962930807,3,0.42363448536997494,2,0,-0.7187454693270836,1,2.29128784747792,0,1
3,-1.2506417800888967,2,4,-0.4048059485160801,0,3,-0.8376025122779064,3,0,-0.7472929962930807,0,-0.5728860896783482,2,0,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-0.9966183988927769,2,5,-0.7311684141018749,0,1,-1.727485659452309,1,0,1.053413018870969,0,-1.1164427669774335,2,0,-0.7187454693270836,2,-0.4364357804719845,1,0
3,-0.742595017696657,2,0,-0.29926212363627025,4,4,0.9421637820708985,2,0,0.15306001128894414,2,1.3295622808684506,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
0,-0.742595017696657,2,0,-0.734162565162295,0,2,0.9421637820708985,1,0,-0.7472929962930807,0,-1.025849987427586,2,1,-0.7187454693270836,1,-0.4364357804719845,0,0
0,-0.742595017696657,2,3,0.14986053542675018,0,2,-0.8376025122779064,2,1,-0.7472929962930807,1,-0.5728860896783482,2,1,-0.7187454693270836,1,2.29128784747792,0,0
3,0.2734985070878224,4,0,-0.43699307241559654,0,2,0.9421637820708985,1,0,1.053413018870969,2,0.15185614672043227,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
0,-0.742595017696657,4,0,-0.9351449550929968,0,4,0.9421637820708985,2,0,0.15306001128894414,1,-0.029329412379262863,2,1,1.045047093438766,2,-0.4364357804719845,0,0
1,-0.2345482553044173,2,4,-0.8696479006463063,0,2,0.9421637820708985,3,2,-0.7472929962930807,0,-0.9352572078777385,2,1,-0.7187454693270836,1,-0.4364357804719845,0,0
1,-0.48857163650053714,0,0,-0.5283146797584107,0,1,-0.8376025122779064,1,0,-1.6476460038751053,0,-0.8446644283278909,2,0,1.045047093438766,0,-0.4364357804719845,0,0
3,0.7815452694800622,2,1,0.6068428410233735,4,3,-0.8376025122779064,1,0,1.053413018870969,1,-1.025849987427586,1,0,-0.7187454693270836,1,-0.4364357804719845,0,0
3,-0.742595017696657,4,4,-0.46992873408021807,0,4,-0.8376025122779064,2,0,-0.7472929962930807,3,-0.8446644283278909,2,1,1.045047093438766,2,-0.4364357804719845,0,0
1,-0.742595017696657,2,4,-0.7850631331894374,0,2,0.9421637820708985,1,2,1.053413018870969,0,1.238969501318603,2,1,1.045047093438766,2,-0.4364357804719845,1,0
0,-0.2345482553044173,2,4,-0.4893907159729489,0,2,0.9421637820708985,1,0,1.053413018870969,2,-0.9352572078777385,0,0,1.045047093438766,2,-0.4364357804719845,0,0
1,0.2734985070878224,2,1,-0.16078263709183896,4,4,0.9421637820708985,2,0,1.053413018870969,3,0.0612633671705847,0,2,-0.7187454693270836,2,-0.4364357804719845,1,0
1,1.289592031872302,2,6,-0.3015077369315854,0,1,0.9421637820708985,2,0,-1.6476460038751053,3,-0.21051497147895798,2,0,-0.7187454693270836,1,-0.4364357804719845,0,0
1,-0.742595017696657,2,9,-0.8790046227101191,1,3,-0.8376025122779064,1,0,1.053413018870969,0,-1.1164427669774335,2,0,-0.7187454693270836,1,-0.4364357804719845,0,0
1,1.289592031872302,0,4,0.22995407629298883,0,2,0.9421637820708985,1,0,-1.6476460038751053,2,0.6048200444696701,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
1,0.2734985070878224,3,0,-0.45832639872109,4,2,0.9421637820708985,1,0,1.053413018870969,2,0.6048200444696701,2,0,1.045047093438766,2,-0.4364357804719845,1,0
0,-0.742595017696657,4,0,-0.3999404530428974,0,2,0.9421637820708985,2,0,-0.7472929962930807,1,-0.4822933101285007,2,1,1.045047093438766,2,-0.4364357804719845,0,0
3,-1.2506417800888967,2,0,0.12291317588296895,0,2,-0.8376025122779064,2,2,0.15306001128894414,1,-0.8446644283278909,2,0,-0.7187454693270836,2,-0.4364357804719845,0,0
3,0.2734985070878224,4,9,0.5001762094959061,0,2,0.052280634896496016,2,0,-0.7472929962930807,0,3.503788990064792,2,1,-0.7187454693270836,3,-0.4364357804719845,1,0
0,-0.742595017696657,2,3,-0.4983731691542093,0,1,0.9421637820708985,1,0,-1.6476460038751053,2,-1.207035546527281,2,0,-0.7187454693270836,2,-0.4364357804719845,0,0
0,-1.0812928592914834,4,2,-0.7581157736456562,0,4,0.052280634896496016,2,0,1.053413018870969,3,1.4201550604182982,0,2,1.045047093438766,3,2.29128784747792,1,0
3,-0.742595017696657,3,6,-0.611776640567622,3,4,0.9421637820708985,2,0,1.053413018870969,3,1.7825261786176885,2,2,1.045047093438766,2,2.29128784747792,0,0
2,-0.48857163650053714,2,9,-0.18810426551817272,0,3,-0.8376025122779064,2,0,1.053413018870969,1,-0.8446644283278909,2,0,-0.7187454693270836,2,-0.4364357804719845,1,0
2,1.289592031872302,2,4,0.27074938449121316,0,2,-0.8376025122779064,2,0,-0.7472929962930807,0,-1.1164427669774335,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
1,0.2734985070878224,4,2,3.2742571669751626,0,2,-0.8376025122779064,2,1,0.15306001128894414,2,0.3330417058201274,2,1,1.045047093438766,3,2.29128784747792,1,0
1,-0.742595017696657,2,0,-0.8614139852301509,0,4,0.9421637820708985,2,0,1.053413018870969,2,0.5142272649198225,0,1,-0.7187454693270836,1,2.29128784747792,0,0
3,0.2734985070878224,4,4,-0.6263731269871702,3,2,0.9421637820708985,1,0,-1.6476460038751053,0,0.6954128240195177,2,1,1.045047093438766,1,-0.4364357804719845,0,0
0,0.2734985070878224,2,9,1.264433267668146,0,2,-0.8376025122779064,3,0,-0.7472929962930807,2,-1.2976283260771286,1,1,-0.7187454693270836,1,-0.4364357804719845,0,0
1,0.7815452694800622,4,3,1.944854096148622,0,3,-0.8376025122779064,2,0,-0.7472929962930807,1,1.238969501318603,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,-0.742595017696657,2,0,-0.7169461965648793,0,1,0.052280634896496016,1,0,-1.6476460038751053,0,0.15185614672043227,2,1,-0.7187454693270836,1,-0.4364357804719845,0,0
1,-0.06519933450700406,3,1,1.4474507512363268,4,3,0.052280634896496016,2,0,1.053413018870969,1,0.0612633671705847,0,0,1.045047093438766,3,2.29128784747792,1,0
3,-0.2345482553044173,2,3,-0.6200105559837774,0,1,0.9421637820708985,3,1,-1.6476460038751053,1,0.6954128240195177,2,1,-0.7187454693270836,1,2.29128784747792,0,0
1,-0.2345482553044173,2,9,-0.46730885190235044,3,2,0.9421637820708985,2,0,-0.7472929962930807,1,-0.029329412379262863,2,1,-0.7187454693270836,1,-0.4364357804719845,1,0
0,-1.2506417800888967,4,3,-0.4931334047984741,0,0,0.9421637820708985,2,0,1.053413018870969,3,0.0612633671705847,2,2,2.8088396562046154,3,-0.4364357804719845,1,0
3,-0.742595017696657,2,7,-0.6724081995411297,0,4,0.9421637820708985,2,0,1.053413018870969,1,1.057783942218908,0,1,2.8088396562046154,2,2.29128784747792,1,0
1,0.2734985070878224,0,9,0.3935095779684388,0,2,-1.727485659452309,2,0,1.053413018870969,0,0.0612633671705847,2,1,2.8088396562046154,1,-0.4364357804719845,1,0
1,0.2734985070878224,2,1,3.132783529370311,0,2,-1.727485659452309,1,0,1.053413018870969,2,-1.1164427669774335,2,0,1.045047093438766,3,-0.4364357804719845,0,0
0,1.7976387942645415,3,4,0.44179026381771347,0,3,0.052280634896496016,2,0,-0.7472929962930807,1,-0.8446644283278909,0,1,1.045047093438766,2,2.29128784747792,1,0
2,1.7976387942645415,0,9,1.1600122494359937,0,1,-0.8376025122779064,0,0,-1.6476460038751053,1,-0.21051497147895798,2,1,1.045047093438766,2,-0.4364357804719845,0,0
1,1.289592031872302,2,4,-0.19409256763901298,1,2,0.9421637820708985,1,1,1.053413018870969,3,1.3295622808684506,2,2,-0.7187454693270836,2,-0.4364357804719845,0,0
1,-1.16596731969019,2,4,-0.2296481114815021,0,2,-0.8376025122779064,2,2,-0.7472929962930807,0,-0.029329412379262863,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
1,1.289592031872302,0,9,-0.4628176253117202,0,4,0.9421637820708985,2,0,1.053413018870969,3,2.326082855916774,2,2,-0.7187454693270836,3,-0.4364357804719845,1,0
3,1.289592031872302,2,3,0.05966173473159357,0,2,0.9421637820708985,1,0,-0.7472929962930807,2,-0.6634788692281958,2,1,-0.7187454693270836,3,-0.4364357804719845,1,0
0,-0.48857163650053714,4,3,-0.6574374442390291,0,2,0.9421637820708985,1,0,0.15306001128894414,1,-0.9352572078777385,2,0,1.045047093438766,2,-0.4364357804719845,0,0
0,-0.5732460968992438,2,0,0.2932055174443642,0,0,-1.727485659452309,2,0,1.053413018870969,3,-1.207035546527281,2,2,-0.7187454693270836,2,-0.4364357804719845,0,0
0,0.7815452694800622,2,4,-0.249858631139338,0,4,-1.727485659452309,2,2,0.15306001128894414,1,0.3330417058201274,2,1,-0.7187454693270836,2,2.29128784747792,0,0
1,-0.742595017696657,3,4,-0.9748174566435636,0,2,0.9421637820708985,3,1,1.053413018870969,0,-1.3882211056269762,2,0,1.045047093438766,2,-0.4364357804719845,0,0
3,0.7815452694800622,2,4,-0.49500474921123666,4,4,0.9421637820708985,2,0,1.053413018870969,2,2.054304517267231,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
3,-0.48857163650053714,4,4,-0.6432152267020335,0,2,0.9421637820708985,2,0,1.053413018870969,3,-0.029329412379262863,2,2,1.045047093438766,2,-0.4364357804719845,1,0
0,0.7815452694800622,0,3,0.5215095358013996,0,2,-0.8376025122779064,0,2,-0.7472929962930807,0,-0.30110775102880555,2,1,1.045047093438766,2,-0.4364357804719845,0,0
0,0.2734985070878224,2,4,-0.2809229483911969,0,1,0.9421637820708985,1,0,1.053413018870969,0,-0.029329412379262863,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
1,2.0516621754606614,4,1,0.518889653623532,1,0,0.052280634896496016,2,0,1.053413018870969,2,-0.7540716487780433,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-0.742595017696657,1,8,0.09634008522174024,2,2,0.9421637820708985,1,0,0.15306001128894414,0,-0.029329412379262863,2,1,-0.7187454693270836,1,2.29128784747792,0,0
0,-1.2506417800888967,4,4,-0.7562444292328936,4,4,0.9421637820708985,2,0,1.053413018870969,0,2.8696395332158593,2,1,1.045047093438766,2,-0.4364357804719845,1,0
1,0.7815452694800622,2,3,0.24043360500445932,0,1,-0.8376025122779064,3,0,-1.6476460038751053,1,-1.207035546527281,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,0.2734985070878224,2,0,-0.7420222116958979,0,1,0.9421637820708985,1,0,1.053413018870969,1,-1.025849987427586,2,0,-0.7187454693270836,2,-0.4364357804719845,0,0
1,0.5275218882839423,3,1,1.038749131488978,0,4,-1.727485659452309,2,0,-0.7472929962930807,2,-0.4822933101285007,2,1,1.045047093438766,3,-0.4364357804719845,1,0
2,0.7815452694800622,3,9,-0.4796597250265835,0,4,0.9421637820708985,2,0,1.053413018870969,0,2.7790467536660115,2,1,-0.7187454693270836,3,-0.4364357804719845,1,0
1,1.289592031872302,4,1,0.9769947658678129,0,2,0.052280634896496016,2,0,1.053413018870969,2,-0.11992219192911042,2,1,1.045047093438766,2,-0.4364357804719845,1,0
3,-1.2506417800888967,2,3,-0.6162678671582522,3,2,0.9421637820708985,0,0,-0.7472929962930807,0,-0.21051497147895798,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,0.2734985070878224,1,0,-0.7472619760516331,0,0,-1.727485659452309,1,1,1.053413018870969,3,-0.5728860896783482,2,0,1.045047093438766,0,-0.4364357804719845,0,0
3,0.2734985070878224,3,9,0.25203594036358734,0,2,-1.727485659452309,2,0,-0.7472929962930807,3,-0.30110775102880555,2,2,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-1.41999070088631,2,3,-0.9688291545227232,0,1,-1.727485659452309,1,0,0.15306001128894414,0,-1.1164427669774335,2,0,-0.7187454693270836,1,2.29128784747792,0,0
0,-0.742595017696657,2,5,-0.9164315109653709,1,0,0.9421637820708985,1,0,0.15306001128894414,1,-1.207035546527281,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,0.2734985070878224,2,4,-0.3389346251868371,0,3,0.9421637820708985,2,0,-0.7472929962930807,2,-0.6634788692281958,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
0,-1.2506417800888967,2,3,-1.0335776712043088,0,4,-0.8376025122779064,1,0,-1.6476460038751053,1,1.238969501318603,0,1,-0.7187454693270836,2,-0.4364357804719845,1,0
0,-0.06519933450700406,4,0,-0.3572738004319104,0,2,0.9421637820708985,3,2,-0.7472929962930807,1,-0.21051497147895798,0,0,1.045047093438766,2,-0.4364357804719845,0,1
0,-0.8272694780953637,4,0,0.28048037543757864,0,2,-1.727485659452309,2,0,-0.7472929962930807,0,0.42363448536997494,2,1,1.045047093438766,1,2.29128784747792,0,0
3,-0.742595017696657,4,9,-0.7206888853904044,4,4,0.9421637820708985,2,0,1.053413018870969,3,1.9637117377173834,2,0,-0.7187454693270836,1,-0.4364357804719845,0,0
1,0.2734985070878224,4,4,-0.7386537917529252,1,1,0.9421637820708985,2,0,1.053413018870969,3,0.2424489262702798,0,1,1.045047093438766,2,2.29128784747792,0,0
1,-0.2345482553044173,4,4,-0.7277999941589023,0,2,0.9421637820708985,3,0,-0.7472929962930807,2,-0.21051497147895798,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,2.3056855566567815,3,4,1.5151934189783323,4,4,0.052280634896496016,2,0,0.15306001128894414,2,-0.30110775102880555,0,1,1.045047093438766,2,2.29128784747792,0,0
1,-0.742595017696657,2,3,-0.06459553427584208,0,1,0.052280634896496016,1,0,-1.6476460038751053,0,-0.11992219192911042,2,0,-0.7187454693270836,3,-0.4364357804719845,0,0
1,-0.742595017696657,2,3,-0.16003409932673393,4,4,-1.727485659452309,1,0,-0.7472929962930807,1,-0.9352572078777385,0,1,-0.7187454693270836,2,-0.4364357804719845,1,0
3,0.2734985070878224,2,4,-0.6200105559837774,0,1,0.9421637820708985,1,0,0.15306001128894414,2,0.2424489262702798,1,1,-0.7187454693270836,2,-0.4364357804719845,1,0
1,1.289592031872302,3,9,2.4954036223833747,1,3,-1.727485659452309,2,0,0.15306001128894414,1,-0.3917005305786531,2,1,1.045047093438766,1,2.29128784747792,1,0
3,-0.9119439384940703,2,3,-0.36663052249572337,0,2,-0.8376025122779064,2,0,-0.7472929962930807,0,-0.9352572078777385,0,0,-0.7187454693270836,1,-0.4364357804719845,0,0
1,-0.2345482553044173,4,9,0.14986053542675018,0,0,0.052280634896496016,3,0,0.15306001128894414,2,0.42363448536997494,2,1,2.8088396562046154,0,2.29128784747792,1,0
2,-0.2345482553044173,2,0,-0.4598234742513001,0,4,0.052280634896496016,1,0,-0.7472929962930807,2,-1.1164427669774335,2,1,-0.7187454693270836,3,-0.4364357804719845,0,0
1,1.289592031872302,2,0,4.165017107450153,0,4,0.9421637820708985,2,0,-0.7472929962930807,3,1.9637117377173834,2,2,-0.7187454693270836,3,-0.4364357804719845,1,0
1,-0.8272694780953637,3,4,0.5918720857212728,0,3,-0.8376025122779064,2,0,1.053413018870969,1,1.4201550604182982,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-1.2506417800888967,2,4,-0.9998934717745822,0,2,0.052280634896496016,1,0,-1.6476460038751053,0,-0.5728860896783482,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
1,-0.742595017696657,2,4,-0.6072854139769918,0,2,-1.727485659452309,1,0,-1.6476460038751053,2,-1.207035546527281,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
1,2.3056855566567815,2,4,0.2954511307396793,4,3,0.9421637820708985,2,0,-1.6476460038751053,2,0.5142272649198225,2,1,1.045047093438766,2,2.29128784747792,1,0
0,0.5275218882839423,0,9,0.7872404424136867,0,0,-0.8376025122779064,2,0,1.053413018870969,1,1.3295622808684506,1,1,1.045047093438766,2,-0.4364357804719845,1,0
0,0.2734985070878224,2,1,-0.10464230470896141,0,3,-0.8376025122779064,2,0,-1.6476460038751053,3,-0.11992219192911042,2,2,-0.7187454693270836,3,-0.4364357804719845,1,0
0,2.3056855566567815,2,7,1.6042694130258315,0,3,0.9421637820708985,2,0,-1.6476460038751053,3,1.3295622808684506,2,2,-0.7187454693270836,3,-0.4364357804719845,1,0
1,1.289592031872302,2,1,2.3236142052917694,0,1,-1.727485659452309,3,0,1.053413018870969,2,-0.6634788692281958,2,0,-0.7187454693270836,3,-0.4364357804719845,1,0
2,-0.2345482553044173,2,4,-0.4078000995765002,0,2,0.9421637820708985,2,1,-0.7472929962930807,0,0.15185614672043227,1,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-0.8272694780953637,2,9,-0.3920808065092945,3,4,-1.727485659452309,0,0,-0.7472929962930807,0,-0.6634788692281958,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
0,1.289592031872302,4,3,-0.314981416703476,0,2,0.052280634896496016,3,0,-0.7472929962930807,1,0.9671911626690604,2,1,1.045047093438766,2,-0.4364357804719845,1,0
3,-1.2506417800888967,2,3,0.5319890645128701,0,1,-1.727485659452309,1,0,1.053413018870969,1,-0.30110775102880555,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-0.742595017696657,4,3,-0.6690397795981571,2,3,0.052280634896496016,1,0,1.053413018870969,2,0.15185614672043227,2,0,-0.7187454693270836,2,-0.4364357804719845,1,0
3,-1.2506417800888967,4,3,-0.7367824473401627,4,2,-1.727485659452309,3,0,-0.7472929962930807,1,-0.7540716487780433,2,1,1.045047093438766,2,-0.4364357804719845,0,0
3,0.2734985070878224,2,0,-0.7263029186286922,0,1,0.9421637820708985,3,0,-0.7472929962930807,0,-0.6634788692281958,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,2.3056855566567815,4,7,1.093018119459093,0,2,-1.727485659452309,2,0,0.15306001128894414,3,-0.3917005305786531,0,2,-0.7187454693270836,2,-0.4364357804719845,1,0
1,-0.2345482553044173,4,0,-0.7985368129613281,0,4,0.052280634896496016,2,2,0.15306001128894414,0,-0.4822933101285007,0,1,1.045047093438766,2,-0.4364357804719845,0,0
3,1.289592031872302,2,7,2.195239978576256,4,2,-0.8376025122779064,2,0,1.053413018870969,3,-0.029329412379262863,2,2,-0.7187454693270836,1,2.29128784747792,1,0
3,-1.2506417800888967,2,3,-0.07919202069539025,2,2,-1.727485659452309,2,0,-0.7472929962930807,2,-0.30110775102880555,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
3,-0.742595017696657,2,4,-0.8621625229952559,4,2,0.9421637820708985,1,0,-0.7472929962930807,2,-1.2976283260771286,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,-0.742595017696657,2,0,-0.8569227586395207,4,2,0.9421637820708985,3,0,-0.7472929962930807,2,-1.1164427669774335,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-0.742595017696657,4,4,-0.7296713385716649,4,4,0.9421637820708985,1,0,-0.7472929962930807,0,0.2424489262702798,2,1,1.045047093438766,2,-0.4364357804719845,1,0
0,-0.742595017696657,4,0,-0.39956618416034484,0,2,0.052280634896496016,2,0,-0.7472929962930807,0,0.3330417058201274,2,0,1.045047093438766,1,2.29128784747792,0,1
0,-0.48857163650053714,2,4,-0.7996596196089856,0,1,0.9421637820708985,3,0,-0.7472929962930807,0,-0.7540716487780433,2,1,-0.7187454693270836,2,-0.4364357804719845,0,1
0,-0.742595017696657,2,4,-0.5649930302485574,2,4,0.052280634896496016,3,0,-1.6476460038751053,0,-0.029329412379262863,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
3,-0.48857163650053714,4,3,0.05741612143627847,0,2,0.9421637820708985,2,0,-0.7472929962930807,3,-0.6634788692281958,2,2,-0.7187454693270836,2,-0.4364357804719845,1,0
2,-1.2506417800888967,2,3,-0.4018117974556599,0,2,-0.8376025122779064,2,0,-0.7472929962930807,0,0.5142272649198225,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
0,-1.2506417800888967,2,5,-1.0653905262212726,0,1,0.9421637820708985,1,0,-1.6476460038751053,0,-0.7540716487780433,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
0,2.3056855566567815,0,1,0.529743451217555,0,4,0.052280634896496016,2,0,1.053413018870969,3,-1.025849987427586,2,2,1.045047093438766,2,2.29128784747792,0,0
3,0.7815452694800622,4,4,0.5016732850261162,0,3,0.9421637820708985,1,0,1.053413018870969,2,-0.8446644283278909,2,0,-0.7187454693270836,3,-0.4364357804719845,1,0
0,2.3056855566567815,2,5,-0.05187039226905651,0,2,0.052280634896496016,2,0,1.053413018870969,2,1.691933399067841,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
1,0.2734985070878224,2,4,-0.45757786095598496,0,4,0.9421637820708985,1,0,1.053413018870969,2,-1.3882211056269762,2,1,-0.7187454693270836,2,-0.4364357804719845,1,0
1,1.289592031872302,2,7,0.19514707021560473,4,2,-0.8376025122779064,3,0,-0.7472929962930807,2,-0.7540716487780433,2,1,-0.7187454693270836,2,-0.4364357804719845,0,0
